region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,longmon,longten,internet,ebill,loglong,logequi,logcard,logwire,lninc,custcat,churn
1,34,33,0,8,35,3,2,0,1,1,7.5,258.4,0,0,2.014903021,,,,3.555348061,2,1
1,26,43,0,23,51,5,4,0,1,1,7.9,267.6,1,0,2.066862759,3.08876714,,,3.931825633,2,1
2,36,45,0,22,117,3,15,0,1,1,10.5,429.1,0,1,2.351375257,,,,4.762173935,2,0
1,60,48,0,29,100,2,26,0,1,1,24.4,1567.6,0,0,3.194583132,,2.602689685,,4.605170186,3,0
1,16,54,0,20,147,1,29,0,0,4,6.95,98.5,0,0,1.93874166,,1.871802177,,4.990432587,3,0
2,1,33,0,5,53,4,6,0,1,1,1.95,1.95,0,0,0.667829373,,,,3.970291914,1,1
3,56,30,1,9,57,5,2,0,0,4,16.85,948.3,1,1,2.824350657,3.602776755,1.871802177,,4.043051268,2,0
2,6,50,0,5,37,2,0,0,0,1,5.35,38.4,0,1,1.677096561,3.15912582,,,3.610917913,2,0
2,48,34,0,7,42,3,2,0,1,1,14.15,678.3,0,0,2.649714624,,2.079441542,,3.737669618,2,0
2,34,36,1,17,50,1,4,0,0,2,10.2,326.8,0,0,2.32238772,,2.621038824,,3.912023005,3,0
2,54,42,1,0,55,4,2,0,0,5,14.3,695.2,1,1,2.660259537,4.129550818,2.957511061,4.427238977,4.007333185,4,1
3,38,31,1,2,42,2,7,0,1,4,10.8,407.55,0,0,2.379546134,,2.224623552,,3.737669618,4,0
2,25,55,0,15,37,1,7,0,1,1,10.95,302.8,0,0,2.393339456,,,,3.610917913,1,1
1,47,69,1,17,228,3,39,0,1,4,10.8,464.35,1,1,2.379546134,3.624340933,3.044522438,3.929862924,5.429345629,4,1
1,72,62,1,35,163,5,31,0,0,2,28.35,2017.6,1,0,3.34462703,3.80999028,3.682609841,4.035125203,5.093750201,4,0
2,6,35,1,6,28,4,3,0,1,3,3.25,9.35,1,0,1.178654996,3.672495975,2.917770732,3.411147713,3.33220451,4,0
1,30,51,1,9,118,5,21,0,1,2,6.4,201.4,0,0,1.85629799,,,,4.770684624,1,0
1,65,70,1,9,115,2,39,1,1,2,26.85,1749.6,0,1,3.290265821,,3.761200116,3.518980417,4.744932128,4,0
1,22,44,1,19,37,4,1,0,0,2,14.3,332.9,0,0,2.660259537,,2.917770732,,3.610917913,3,0
1,60,53,0,32,93,1,28,0,0,1,13.35,806.35,0,0,2.591516385,,3.044522438,,4.532599493,3,0
2,19,32,0,12,71,4,5,0,1,1,5.25,97.4,1,1,1.658228077,4.133565275,2.833213344,3.867025639,4.262679877,4,1
3,18,25,0,4,26,2,7,0,1,3,3.3,50.35,0,0,1.193922468,,3.433987204,,3.258096538,1,0
1,9,37,1,10,14,4,5,0,1,6,2.4,22.6,0,0,0.875468737,3.228826156,,,2.63905733,1,1
1,1,34,1,6,18,1,0,0,1,2,1.6,1.6,1,0,0.470003629,,,,2.890371758,1,1
3,10,28,1,2,36,4,0,0,1,3,6.3,67.5,1,1,1.840549633,3.308716529,,3.120159852,3.583518938,4,0
3,45,34,1,14,43,4,0,0,0,4,6.55,315.2,1,1,1.87946505,3.476614021,,,3.761200116,2,1
1,25,28,1,6,41,4,4,0,1,4,5.8,138.85,0,1,1.757857918,3.521938999,3.449987546,3.280911216,3.713572067,3,1
3,66,39,0,1,66,2,15,0,1,1,11.6,785.7,0,0,2.451005098,,2.442347035,,4.189654742,2,0
1,27,67,0,1,33,4,19,1,1,1,3.6,136.9,0,0,1.280933845,3.476614021,2.48490665,,3.496507561,3,1
1,19,41,0,5,53,4,6,0,0,1,6.45,157.3,0,0,1.864080131,,,,3.970291914,1,0
2,17,41,1,9,28,4,3,0,0,6,1.8,27.1,0,0,0.587786665,,2.302585093,,3.33220451,1,0
2,16,36,0,13,58,4,4,0,0,1,4.85,89.95,0,1,1.578978705,3.457892725,,,4.060443011,1,0
1,8,42,1,2,129,4,17,0,1,3,6.1,63.8,1,1,1.808288771,,,,4.859812404,1,0
1,3,25,0,0,65,4,0,0,1,1,3.3,5.9,1,1,1.193922468,3.533686565,2.420368129,,4.17438727,4,1
3,59,57,0,26,311,3,36,0,1,1,28.75,1719.2,0,0,3.358637767,,2.014903021,,5.739792912,1,0
2,45,37,0,2,57,3,14,0,1,1,10.8,508.8,0,1,2.379546134,3.218875825,,,4.043051268,2,0
1,66,62,0,31,47,2,4,0,1,1,34.25,2298.25,0,0,3.533686565,,2.995732274,,3.850147602,2,0
3,28,50,1,7,25,1,3,0,0,2,14.85,378.85,0,0,2.697999865,,2.564949357,,3.218875825,1,0
1,15,38,1,11,46,5,11,0,0,3,3.85,56.3,0,0,1.348073148,,,,3.828641396,1,1
3,39,34,1,10,51,3,13,0,1,4,7.9,304.45,0,0,2.066862759,,3.555348061,3.658420247,3.931825633,4,0
3,38,33,0,4,19,2,5,0,1,2,8.5,323.85,0,0,2.140066163,,,,2.944438979,3,0
3,34,29,0,5,26,3,4,0,1,2,6.75,195.2,1,1,1.909542505,3.250374492,,,3.258096538,2,0
3,60,57,1,18,72,5,30,1,0,2,20.35,1263.9,1,1,3.013080912,3.917010547,3.020424886,4.02356438,4.276666119,4,0
3,72,65,1,33,71,1,41,1,1,4,53.65,4036.9,0,0,3.982481469,,4.193435465,,4.262679877,3,0
1,42,42,1,9,41,2,13,0,0,8,15,597.2,0,0,2.708050201,,,,3.713572067,3,0
3,32,37,0,9,44,2,7,0,0,1,11.25,359.35,0,1,2.420368129,,,,3.784189634,1,0
3,48,50,1,4,208,4,19,0,1,2,12.9,652.9,1,1,2.557227311,3.765840495,2.48490665,3.719651113,5.33753808,4,1
3,63,37,1,1,45,4,9,0,1,6,14.95,974.15,1,1,2.7047113,3.669951444,2.602689685,,3.80666249,2,0
3,45,27,1,3,39,3,2,0,0,4,13.45,583.9,0,0,2.598979106,,,,3.663561646,2,0
2,68,42,0,16,89,4,12,0,0,1,25.6,1759.6,1,1,3.242592351,3.496507561,2.772588722,,4.48863637,2,0
1,6,29,1,4,19,2,5,0,1,2,4.2,25.25,0,0,1.435084525,,,,2.944438979,1,0
1,68,57,1,33,15,2,0,0,1,2,16.1,1120.35,1,1,2.778819272,,2.931193752,3.923951576,2.708050201,4,1
3,72,68,1,26,59,2,36,1,1,2,58.65,4219.1,1,0,4.071587575,3.642835516,3.008154794,3.888754378,4.077537444,4,0
3,53,38,1,15,20,3,6,0,1,4,12.05,547.05,1,1,2.48906466,,2.374905755,3.008154794,2.995732274,2,0
3,20,51,1,11,27,4,6,0,0,3,9.05,182.95,0,1,2.202764758,,2.442347035,,3.295836866,3,0
2,70,35,1,4,48,2,9,0,0,3,43.6,3040.8,0,0,3.77505715,,3.401197382,,3.871201011,2,0
3,32,47,0,25,135,2,6,0,1,1,10.5,353,1,0,2.351375257,,,,4.905274778,1,0
2,61,52,1,23,19,1,0,0,0,2,18.2,1037.65,0,0,2.901421594,3.399529325,2.224623552,,2.944438979,3,1
1,24,25,1,3,28,4,0,0,0,3,10.6,267.3,1,1,2.360854001,3.698829785,3.228826156,3.152736022,3.33220451,2,0
2,56,61,1,14,12,1,16,1,1,2,16.85,881.65,0,0,2.824350657,,2.420368129,,2.48490665,1,0
3,54,59,0,28,28,2,15,0,0,1,10.7,638.55,1,0,2.370243741,3.454738149,1.658228077,2.947067102,3.33220451,2,0
3,43,38,1,7,18,3,8,0,1,3,9.4,411.15,1,0,2.240709689,3.677565694,,3.380994674,2.890371758,4,0
1,19,35,0,7,58,3,5,0,1,1,3.65,65.15,1,0,1.294727168,3.696351469,3.056356895,3.762362231,4.060443011,4,1
3,5,43,0,16,72,3,17,0,1,1,5.55,23.9,0,0,1.713797928,,1.871802177,,4.276666119,3,0
1,24,61,1,6,112,4,3,0,1,4,8.2,210.25,1,1,2.104134154,,2.397895273,,4.718498871,1,1
3,62,35,1,2,28,2,8,0,1,2,18.45,1152.7,0,0,2.91506437,,2.944438979,,3.33220451,2,0
2,14,40,0,13,398,5,11,0,1,1,6.4,71,1,1,1.85629799,3.763522997,3.16758253,3.864931398,5.986452005,4,1
3,60,48,1,22,106,3,21,0,1,3,13.05,760.95,0,0,2.568788134,,2.833213344,4.242045918,4.663439094,4,0
2,30,74,1,12,10,1,3,1,1,2,7.25,225.3,0,0,1.981001469,,2.847812143,,2.302585093,3,0
1,40,42,1,16,108,3,17,0,0,4,4.95,205.65,1,1,1.599387577,3.391147046,,,4.682131227,2,1
2,42,50,1,17,85,2,15,0,1,4,14.3,567.95,0,0,2.660259537,,2.442347035,,4.442651256,1,0
1,20,34,0,14,51,3,9,0,1,1,5.65,126.4,1,0,1.731655545,,,,3.931825633,2,1
1,4,22,1,1,22,2,2,0,1,3,2.25,8,0,0,0.810930216,,3.157000421,,3.091042453,3,0
2,44,49,1,2,66,2,8,0,1,4,4.25,184.9,0,0,1.446918983,,3.657130756,3.677565694,4.189654742,4,0
3,49,63,0,18,10,2,2,1,0,1,13.9,668.95,0,0,2.63188884,,2.545531272,,2.302585093,3,0
3,5,36,1,2,34,1,4,0,1,2,3.5,14.2,0,0,1.252762968,,,,3.526360525,3,1
3,70,50,1,29,67,1,22,0,0,4,51.9,3438.4,0,0,3.94931879,,2.756840365,,4.204692619,2,0
1,30,57,1,16,19,1,1,0,0,4,7.25,200.1,0,0,1.981001469,,2.140066163,,2.944438979,1,1
2,28,48,0,20,128,4,4,0,1,1,10,313.05,1,1,2.302585093,3.981549068,3.277144733,4.012772909,4.852030264,4,1
1,5,28,1,3,39,5,1,0,0,6,4.7,30.75,1,0,1.547562509,3.798854307,2.803360381,3.481240089,3.663561646,4,0
2,27,35,0,12,56,1,3,0,1,1,8.25,202.55,0,1,2.1102132,3.573749147,2.397895273,3.521938999,4.025351691,4,0
2,17,39,0,12,45,4,10,0,1,1,8.65,133.1,0,1,2.157559321,3.365570204,,,3.80666249,1,1
1,4,37,1,8,25,1,1,0,1,5,2.5,9.15,0,0,0.916290732,,,,3.218875825,1,0
1,30,23,1,0,24,2,1,0,1,4,13.35,397.4,1,0,2.591516385,,,,3.17805383,3,0
3,71,40,1,19,53,4,14,0,1,2,10.15,781.7,1,0,2.317473705,,3.32323584,3.646754528,3.970291914,4,0
3,67,77,0,55,49,1,45,1,1,1,25.35,1692,0,0,3.23277873,,3.286534473,,3.891820298,1,0
3,24,48,1,3,38,1,16,0,1,2,5.55,133.4,0,0,1.713797928,,2.420368129,,3.63758616,1,0
1,24,54,1,7,84,3,10,0,1,2,11.45,288.05,1,1,2.43798973,3.356897123,2.351375257,,4.430816799,1,1
2,59,54,0,32,126,1,22,0,1,1,13.6,796.4,0,0,2.610069793,,2.463853241,,4.836281907,3,0
3,59,32,0,9,73,4,5,0,0,1,29.2,1726.6,0,1,3.374168709,,2.545531272,,4.290459441,2,1
3,44,37,1,1,41,4,8,0,1,6,9.15,387.95,1,1,2.213753879,,,,3.713572067,2,0
1,19,31,1,0,22,4,2,0,0,3,4.85,88.9,0,0,1.578978705,,,,3.091042453,2,1
2,58,46,1,23,23,1,2,0,1,2,11.1,620.75,1,0,2.406945108,3.242592351,2.351375257,,3.135494216,1,0
1,41,53,1,22,94,2,25,0,0,2,12.65,488.15,0,0,2.537657215,,2.463853241,,4.543294782,2,0
2,16,33,0,1,30,3,7,0,0,4,9.25,138.5,0,0,2.224623552,3.723280881,2.876385516,3.713572067,3.401197382,3,1
3,13,36,0,11,31,2,0,0,0,1,2.3,30.5,0,0,0.832909123,,,,3.433987204,1,1
1,60,53,0,22,171,1,37,0,1,1,9.9,608.65,0,0,2.292534757,,2.890371758,,5.141663557,3,0
2,72,49,1,23,102,1,27,0,1,6,41.15,3098.55,0,0,3.717223927,,3.504054767,,4.624972813,2,0
2,33,39,0,17,27,4,3,0,1,1,9.7,294.8,1,1,2.272125886,3.731699451,2.140066163,4.120661871,3.295836866,4,0
2,72,45,1,25,98,4,20,0,1,2,30.25,2182.65,0,0,3.409496184,,2.583997552,3.757705645,4.584967479,4,0
1,66,54,1,8,591,4,25,0,1,2,25,1636.25,0,0,3.218875825,3.80666249,2.772588722,3.970291914,6.381816017,4,0
3,53,37,1,7,25,1,2,0,1,6,5.4,291.5,0,0,1.686398954,,3.526360525,,3.218875825,3,0
2,22,28,1,0,36,4,0,0,0,4,9.7,220.75,1,1,2.272125886,3.686376324,2.251291799,3.758871826,3.583518938,4,0
2,14,26,1,1,25,2,0,0,1,3,4.4,71.2,0,0,1.481604541,,,,3.218875825,3,0
1,52,49,0,18,69,2,13,0,1,2,18.35,893.25,0,0,2.909629575,,2.944438979,3.540959324,4.234106505,3,0
3,33,30,1,5,22,1,0,0,0,2,5.55,211.05,0,0,1.713797928,,3.617651945,3.401197382,3.091042453,3,0
3,72,66,0,26,67,2,37,1,1,1,39.1,2743.65,0,0,3.666122467,,3.682609841,,4.204692619,3,0
1,40,40,1,3,73,4,12,0,1,4,10,376.6,0,0,2.302585093,,2.63905733,3.301377046,4.290459441,3,1
2,29,26,0,1,22,4,2,0,1,1,6.1,175.3,1,1,1.808288771,3.850147602,3.188416617,3.570940156,3.091042453,4,1
3,63,67,0,22,9,2,12,1,0,1,18.05,1140.2,0,0,2.893145685,,2.944438979,,2.197224577,3,0
2,56,54,0,25,147,3,31,0,1,1,12.7,763.1,1,1,2.541601993,3.664842876,3.188416617,3.532225644,4.990432587,2,0
3,60,50,1,26,239,2,19,0,1,2,21.5,1377,0,0,3.068052935,,2.327277706,4.162003211,5.476463552,4,0
3,28,22,1,3,23,3,1,0,0,5,10.95,263.95,0,1,2.393339456,,,,3.135494216,1,0
2,39,39,0,19,29,4,6,0,0,1,5.95,227.85,1,0,1.78339122,,3.056356895,,3.36729583,2,0
3,65,39,1,18,32,2,15,0,0,4,21.1,1432.8,0,0,3.04927304,,2.277267285,,3.465735903,3,0
3,29,31,0,7,30,3,7,0,1,1,7.6,240.85,0,0,2.028148247,,2.674148649,,3.401197382,3,0
3,28,36,0,8,57,2,13,0,1,2,9.6,272.85,0,0,2.261763098,,2.847812143,,4.043051268,3,0
1,2,18,0,0,20,2,0,0,0,1,3.75,4.45,0,0,1.32175584,,3.157000421,3.299533728,2.995732274,3,1
3,67,52,0,13,248,2,20,0,1,3,35.85,2368.9,0,0,3.579343567,3.535145354,3.102342009,,5.513428746,3,0
3,5,35,1,9,59,3,8,0,1,5,3.1,21.45,1,1,1.131402111,3.634951112,3.124565145,3.27336401,4.077537444,4,0
3,48,35,0,10,24,2,6,0,0,1,16.95,874.45,0,0,2.830267834,,3.349904087,,3.17805383,3,0
2,10,26,1,4,25,1,4,0,1,3,3.7,38.2,0,0,1.30833282,,,,3.218875825,1,0
2,17,28,0,3,37,3,2,0,1,1,5.5,84.25,0,0,1.704748092,,,,3.610917913,3,1
1,21,24,1,0,30,4,0,0,1,5,17.8,374.05,1,1,2.879198457,3.591817741,2.351375257,3.457892725,3.401197382,4,0
2,25,51,0,9,66,4,13,0,0,2,6.45,140.85,1,1,1.864080131,3.874321138,3.433987204,3.54240755,4.189654742,4,0
3,44,31,0,8,16,1,3,0,0,1,14.4,632.95,0,0,2.667228207,,2.48490665,,2.772588722,1,1
2,59,49,0,28,429,4,23,0,1,2,10.2,592.2,0,1,2.32238772,3.757705645,2.772588722,3.769306703,6.061456919,4,1
2,11,26,0,7,20,2,4,0,0,1,6.95,84.05,0,0,1.93874166,,,,2.995732274,1,0
2,50,68,1,32,262,3,28,0,0,2,12.4,601.1,1,1,2.517696473,3.708682081,2.90416508,3.224857897,5.568344504,3,0
3,23,25,1,2,28,3,1,0,1,5,4.15,94.25,0,0,1.423108334,,,,3.33220451,2,0
1,17,19,0,0,18,2,0,0,1,2,7.1,120.35,1,1,1.960094784,3.216873822,,,2.890371758,2,1
1,15,62,1,3,144,3,21,0,0,2,5.25,81.05,0,0,1.658228077,,3.457892725,3.524888854,4.9698133,3,0
2,68,57,1,38,33,1,9,0,1,2,13.5,901,0,0,2.602689685,,2.944438979,,3.496507561,2,0
1,69,42,1,23,19,3,0,0,1,2,25.95,1812.15,1,1,3.25617161,3.608211551,2.931193752,,2.944438979,1,0
1,30,24,1,3,30,1,7,0,1,5,6.75,171.75,0,0,1.909542505,,,,3.401197382,1,1
3,22,30,0,8,41,2,8,0,0,1,6.1,119.95,0,0,1.808288771,,2.583997552,3.06105174,3.713572067,3,0
2,10,20,1,1,20,2,0,0,1,4,5.9,48.95,0,0,1.774952351,,,,2.995732274,1,1
1,72,59,1,12,65,3,21,0,1,6,34.65,2519.3,0,0,3.545297726,3.595941458,3.70745584,,4.17438727,2,0
2,34,24,1,5,17,4,0,0,1,2,15.25,522.45,0,0,2.724579503,,1.558144618,,2.833213344,3,0
2,43,49,1,18,66,1,22,0,0,4,8.6,376.7,0,0,2.151762203,,3.032546247,,4.189654742,3,0
3,31,37,1,15,18,4,5,0,0,3,5.2,151.7,1,1,1.648658626,3.855452654,2.756840365,3.683866912,2.890371758,4,0
2,6,27,1,5,26,4,2,0,0,5,5.6,30.35,0,0,1.722766598,,,,3.258096538,1,1
2,48,42,0,21,46,4,4,0,0,1,14.45,618.1,0,0,2.670694415,,3.725693427,,3.828641396,3,0
2,50,25,0,6,19,1,5,0,0,3,7.25,356.15,0,0,1.981001469,,2.014903021,,2.944438979,1,0
3,20,41,1,19,58,2,6,0,1,2,5.25,98.2,0,0,1.658228077,,,,4.060443011,2,0
3,61,73,0,10,25,1,21,1,0,1,16.65,965.6,0,0,2.812410216,,4.262679877,,3.218875825,1,0
2,6,21,0,0,15,2,1,0,1,1,3.65,19.4,0,0,1.294727168,,,,2.708050201,1,0
2,1,22,0,2,35,2,2,0,0,1,1.65,1.65,1,1,0.500775288,,,,3.555348061,1,1
1,21,43,0,13,41,2,1,0,1,1,6.15,118.15,1,1,1.816452082,3.815512105,2.505525937,3.617651945,3.713572067,4,1
3,7,32,0,1,71,4,3,0,0,2,3.6,19.1,1,1,1.280933845,3.713572067,,3.333988632,4.262679877,4,0
3,65,56,1,19,608,3,34,0,1,2,14.55,964.85,0,0,2.677590994,,3.008154794,4.223909767,6.410174882,4,0
1,64,37,0,10,44,4,9,0,1,1,16.15,965.3,0,1,2.78192005,3.556775613,3.091042453,,3.784189634,2,0
3,4,30,0,0,41,2,0,0,0,2,2,9.9,0,0,0.693147181,,,,3.713572067,3,1
1,67,45,1,22,83,3,11,0,1,2,27,1724.8,0,1,3.295836866,,2.374905755,,4.418840608,2,0
2,22,35,0,12,28,2,3,0,0,2,6.6,180.55,1,0,1.887069649,,,,3.33220451,2,1
3,51,37,1,17,101,2,10,0,1,2,14.95,736.85,0,0,2.7047113,,2.251291799,,4.615120517,3,0
1,50,28,0,6,28,1,10,0,1,1,6.4,330.95,0,0,1.85629799,3.606855619,2.545531272,3.091042453,3.33220451,3,0
1,31,47,1,18,35,2,0,0,0,2,11.95,390.6,0,0,2.480731278,,,,3.555348061,1,0
3,4,28,0,0,39,2,3,0,1,1,7.1,23.8,0,0,1.960094784,,2.545531272,,3.663561646,3,1
3,60,56,0,19,51,4,11,0,0,1,15.25,873.7,1,1,2.724579503,4.050915004,3.349904087,4.204692619,3.931825633,4,0
3,7,31,1,12,31,2,7,0,1,6,5.05,38.05,0,1,1.619388243,,,,3.433987204,1,1
3,20,40,0,2,209,4,15,0,1,1,7.2,172.1,0,1,1.974081026,,1.558144618,,5.342334252,2,0
2,19,23,1,4,37,3,1,0,1,4,8.4,136.05,0,0,2.128231706,3.210843653,,,3.610917913,3,1
3,58,37,1,5,64,4,8,0,1,2,10.8,634.75,1,1,2.379546134,4.147095128,3.630985476,4.697749367,4.158883083,4,1
3,65,64,0,20,88,3,26,0,1,1,15.1,1017.9,1,1,2.714694744,3.686376324,3.17805383,3.887730313,4.477336814,4,1
3,72,61,1,34,61,1,8,0,0,3,27.35,1980.15,0,0,3.308716529,,2.583997552,,4.110873864,2,0
3,8,42,0,3,66,3,10,0,0,1,1.95,16.85,1,1,0.667829373,,3.314186005,3.068052935,4.189654742,4,0
2,33,40,1,14,19,3,5,0,0,2,5.05,178.9,0,0,1.619388243,,2.140066163,,2.944438979,1,0
3,18,34,1,4,42,2,14,0,1,5,6.45,104.05,0,0,1.864080131,,2.833213344,,3.737669618,4,0
2,24,31,1,6,41,2,13,0,0,5,8.5,196.8,0,0,2.140066163,,2.564949357,,3.713572067,3,0
3,70,36,0,8,50,1,15,0,1,1,20.55,1407.15,0,0,3.022860941,,3.032546247,,3.912023005,2,0
1,7,38,0,4,70,4,4,0,0,1,3.85,26.65,1,1,1.348073148,3.646754528,1.945910149,2.87356464,4.248495242,4,1
3,70,59,0,27,85,1,19,0,1,1,38.9,2711,0,0,3.660994251,,4.127134385,,4.442651256,3,0
2,20,48,1,21,45,3,2,0,1,2,10.7,192.15,0,0,2.370243741,,3.314186005,3.380994674,3.80666249,3,1
3,54,32,1,12,27,1,9,0,0,2,33.95,1801.3,0,0,3.524888854,,3.188416617,,3.295836866,2,0
3,36,48,0,28,29,1,2,0,0,1,6,222.8,0,0,1.791759469,,,,3.36729583,1,0
3,71,53,1,29,48,4,0,0,1,2,34.95,2506.05,0,0,3.553918469,,3.583518938,,3.871201011,3,0
1,17,41,0,4,32,2,3,0,0,1,12.6,208,0,0,2.533696814,,1.909542505,,3.465735903,3,0
1,18,45,1,17,43,1,9,0,0,3,4.45,78.65,0,0,1.492904096,,2.621038824,,3.761200116,3,0
1,16,27,0,8,16,5,0,0,1,1,5.45,102.75,0,1,1.695615609,3.803323589,2.602689685,3.523415014,2.772588722,4,1
3,38,30,1,6,22,2,3,0,1,2,5.6,215.05,1,1,1.722766598,,2.505525937,,3.091042453,2,0
1,52,45,1,19,40,3,9,0,1,3,8.45,512.65,1,1,2.134166441,3.536602019,2.674148649,3.529297384,3.688879454,4,0
1,46,48,1,12,256,3,25,0,0,6,13.8,612.55,1,0,2.624668592,3.776203282,2.931193752,4.189654742,5.545177444,4,0
2,31,46,0,23,144,4,13,0,0,1,7.6,271.55,1,1,2.028148247,,2.277267285,,4.9698133,3,0
2,23,31,0,10,45,4,0,0,0,2,5,119.5,1,1,1.609437912,,,,3.80666249,2,0
2,38,56,1,34,34,2,0,0,1,3,7.8,272.75,1,0,2.054123734,,,3.2047769,3.526360525,3,0
2,50,54,0,15,248,3,28,0,1,1,11.05,497.9,0,0,2.402430428,,1.704748092,3.372454913,5.513428746,3,0
2,16,49,0,17,41,2,5,0,0,1,4.1,62.45,1,0,1.410986974,3.667400422,,3.45946629,3.713572067,4,0
2,14,34,1,4,27,4,1,0,1,2,6.05,90.2,1,1,1.800058272,3.590439381,3.020424886,3.63363098,3.295836866,4,0
2,30,52,0,23,17,3,3,0,1,1,10.3,367.4,1,0,2.332143895,3.62700405,2.724579503,,2.833213344,2,1
3,22,47,1,0,44,4,11,0,1,3,9,194.55,1,1,2.197224577,3.926911618,4.047427642,4.043051268,3.784189634,4,1
1,38,55,1,12,135,2,24,0,0,4,12.15,467.75,1,1,2.49732917,,2.788092909,,4.905274778,4,0
3,59,26,1,3,41,4,1,0,1,3,12.65,804,1,0,2.537657215,3.55820113,3.844814256,3.372454913,3.713572067,2,1
2,54,55,0,1,587,3,33,0,0,1,13,650.85,0,0,2.564949357,,,,6.37502482,3,0
3,9,40,0,13,38,4,7,0,1,1,3.35,37.7,1,1,1.208960346,3.747148362,2.862200881,4.086816296,3.63758616,4,1
1,67,67,1,38,49,2,10,0,1,2,14.3,924.55,1,1,2.660259537,3.375879574,3.228826156,,3.891820298,2,0
2,24,44,0,19,33,3,0,0,1,2,4.65,100.95,0,1,1.53686722,3.282789151,,,3.496507561,1,0
2,12,55,1,13,36,1,5,0,1,2,5.95,73.35,1,0,1.78339122,3.279029748,,,3.583518938,2,1
1,26,47,0,13,54,3,0,0,0,1,7.1,205.4,1,1,1.960094784,3.650658241,2.890371758,3.157000421,3.988984047,2,0
2,3,32,0,4,58,2,11,0,0,4,2.75,5.7,0,1,1.011600912,3.384390263,2.224623552,3.351656936,4.060443011,4,1
2,20,46,0,2,23,5,4,0,1,2,4.75,82.3,1,1,1.558144618,,,,3.135494216,4,0
3,5,52,1,0,97,5,9,0,0,2,3.1,12.9,1,0,1.131402111,3.562465529,3.238678452,3.696351469,4.574710979,4,1
3,58,53,0,19,207,3,12,0,1,1,7.3,447.15,1,1,1.987874348,3.935739532,3.091042453,4.139955073,5.332718793,4,1
1,54,28,1,2,21,3,3,0,0,4,10.4,567.55,0,0,2.341805806,,3.248434627,,3.044522438,1,0
2,52,39,0,6,119,3,18,0,1,1,10.5,556.5,0,1,2.351375257,,2.1102132,,4.779123493,1,0
2,38,30,1,10,25,1,5,0,1,4,3.95,179.75,0,0,1.373715579,,2.48490665,,3.218875825,1,0
2,19,46,0,5,59,3,17,0,0,1,5.6,97.25,0,0,1.722766598,,,,4.077537444,1,0
2,22,33,1,2,24,1,3,0,0,4,7.1,153.4,0,1,1.960094784,,,,3.17805383,1,0
1,49,35,1,15,113,4,4,0,0,5,16.1,818.45,0,1,2.778819272,,,,4.727387819,2,0
3,5,39,0,0,22,1,0,0,1,2,4.7,32.95,0,0,1.547562509,,2.224623552,,3.091042453,3,0
2,18,69,0,28,11,1,17,1,0,1,3.85,62.75,0,0,1.348073148,,,,2.397895273,1,0
3,43,29,0,4,33,1,13,0,1,4,22.05,1042.95,0,0,3.093312602,,2.014903021,3.216873822,3.496507561,3,0
3,17,50,0,2,205,5,19,0,0,1,6.95,121.45,1,1,1.93874166,3.636269504,,3.601413428,5.323009979,4,1
2,37,33,0,4,41,3,8,0,1,3,9.2,347.1,0,1,2.219203484,3.416085994,,,3.713572067,2,1
2,8,39,0,0,39,1,7,0,1,1,3.15,29.05,0,0,1.147402453,,,,3.663561646,1,0
2,51,46,1,8,107,2,21,0,1,6,17.3,840,0,0,2.850706502,,3.135494216,3.621670704,4.672828834,3,0
1,71,55,1,11,198,1,31,0,1,3,17.8,1218,0,0,2.879198457,,3.465735903,,5.288267031,3,0
1,56,53,1,23,100,5,14,0,1,2,14.15,752.9,1,1,2.649714624,3.532225644,2.251291799,,4.605170186,2,0
3,70,68,0,21,1131,2,45,0,0,1,14.85,1104.4,0,0,2.697999865,,2.708050201,3.676300672,7.030857476,3,0
1,62,53,0,14,360,3,26,0,1,2,31.9,1892.85,0,0,3.46260601,,2.803360381,,5.886104031,3,0
1,50,52,1,22,162,2,27,0,1,2,12.85,599.05,0,1,2.553343811,3.895893623,2.656756907,3.757705645,5.087596335,4,0
3,1,31,0,3,29,5,2,0,1,3,1.45,1.45,1,1,0.371563556,3.228826156,,,3.36729583,1,1
3,15,26,0,1,38,4,1,0,0,2,7.4,91.7,1,1,2.00148,3.56671182,,,3.63758616,4,1
3,72,55,1,24,82,3,25,0,1,2,62.3,4333,0,1,4.131961426,3.573749147,4.178226046,,4.406719247,2,0
2,69,47,1,10,159,2,24,0,0,4,25.2,1714.7,0,0,3.226843995,,3.590439381,,5.068904202,3,1
2,32,44,0,10,201,2,24,0,0,1,7.65,237.85,0,0,2.034705648,,2.917770732,,5.303304908,3,0
1,19,25,1,6,27,4,0,0,1,2,9.55,172.55,0,0,2.256541154,,3.548179572,,3.295836866,3,1
2,42,54,0,19,57,3,10,0,1,1,8.7,356.45,1,1,2.163323026,3.853334009,2.463853241,3.860729711,4.043051268,4,0
3,51,49,0,29,45,1,16,0,0,1,15.7,815.05,0,0,2.753660712,,2.140066163,,3.80666249,1,0
2,32,22,1,2,17,2,2,0,1,4,4.8,157.25,0,0,1.568615918,,2.944438979,,2.833213344,3,1
3,26,55,1,13,61,1,26,0,0,2,4.25,102.45,0,0,1.446918983,,2.48490665,,4.110873864,3,0
2,39,44,1,14,418,4,18,0,0,2,7.05,269,0,0,1.953027617,,2.862200881,,6.035481433,4,0
