Year,Length,Title,Genre,Actor,Actress,Director,Popularity,Awards,Image
1987,50,Madonna LiveThe Virgin Tour,Music,,Madonna,,75,No,NicholasCage.png
1990,5,MadonnaJustify My Love,Music,,Madonna,,77,No,NicholasCage.png
1991,16,MadonnaLike a Virgin,Music,,Madonna,,63,No,NicholasCage.png
1988,83,Hot to Trot,Comedy,GoldthwaitBob,MadsenVirginia,DinnerMichael,78,No,NicholasCage.png
1986,103,Fire with Fire,Drama,ShefferCraig,MadsenVirginia,GibbinsDuncan,9,No,NicholasCage.png
1990,120,Hot Spot,Drama,JohnsonDon,MadsenVirginia,HopperDennis,70,No,NicholasCage.png
1974,124,Amarcord,Drama,NoelMagali,MaggioPupella,FelliniFederico,50,Yes,NicholasCage.png
1988,85,Casablanca Express,Action,ConneryJason,ManeriLuisa,MartinoSergio,33,No,NicholasCage.png
1980,94,Out of the Blue,Drama,HopperDennis,ManzLinda,HopperDennis,4,No,NicholasCage.png
1949,110,Sands of Iwo Jima,War,WayneJohn,MaraAdele,DwanAllan,72,No,johnWayne.png
1981,104,HandThe,Horror,CaineMichael,MarcovicciAndrea,StoneOliver,44,No,NicholasCage.png
1989,81,Deep Cover,Mystery,ContiTom,MarkhamKika,LoncraineRichard,15,No,NicholasCage.png
1955,92,Il Bidone,Drama,CrawfordBroderick,MasinaGuilietta,FelliniFederico,70,No,NicholasCage.png
1986,130,El Guerrero Solitario,Drama,EastwoodClint,MasonMarsha,EastwoodClint,77,No,clintEastwood.png
1986,130,Heartbreak Ridge,War,EastwoodClint,MasonMarsha,EastwoodClint,61,No,clintEastwood.png
1977,110,Goodbye GirlThe,Comedy,DreyfussRichard,MasonMarsha,RossHerbert,6,Yes,NicholasCage.png
1991,113,Audrey Rose,Drama,HopkinsAnthony,MasonMarsha,,62,No,AnthonyHopkins.png
1981,86,Polyester,Comedy,Divine,MasseyEdith,,68,No,NicholasCage.png
1991,144,Robin Hood: Prince of Thieves,Action,CostnerKevin,MastrantonioMary Elizabeth,CostnerKevin,8,No,NicholasCage.png
1992,101,White Sands,Drama,DafoeWillem,MastrantonioMary Elizabeth,DonaldsonRoger,38,No,NicholasCage.png
1986,119,Color of MoneyThe,Drama,NewmanPaul,MastrantonioMary Elizabeth,ScorseseMartin,6,Yes,paulNewman.png
1986,119,Children of a Lesser God,Drama,HurtWilliam,MatlinMarlee,HainesRanda,20,Yes,NicholasCage.png
1986,,Matador,Comedy,BanderasAntonio,MauraCarmen,AlmodóvarPedro,34,No,NicholasCage.png
1989,88,Women on the Verge of a Nervous Breakdown,Comedy,BanderasAntonio,MauraCarmen,AlmodóvarPedro,65,No,NicholasCage.png
1980,86,Pepi Luci Bom,Comedy,RotaetaFélix,MauraCarmen,AlmodóvarPedro,66,No,NicholasCage.png
1989,100,ForgottenThe,Mystery,CarradineKeith,MaynardMimi,KeachJames,69,No,NicholasCage.png
1992,89,Flame & the ArrowThe,Action,LancasterBurt,MayoVirginia,,0,No,burtLancaster.png
1990,92,After the Shock,Drama,KottoYaphet,McClanahanRue,ShermanGary,28,No,NicholasCage.png
1990,110,Modern Love,Comedy,BensonRobby,McClanahanRue,,18,No,NicholasCage.png
1992,95,Riff Raff,Comedy,CarlyleRobert,McCourtEmer,LoachKen,71,No,NicholasCage.png
1967,81,Glory StompersThe,Action,HopperDennis,McCreaJody,LanzaAnthony M.,27,No,NicholasCage.png
1990,181,Dances with Wolves,Western,CostnerKevin,McDonnellMary,CostnerKevin,8,Yes,NicholasCage.png
1987,130,Matewan,Drama,JonesJames Earl,McDonnellMary,SaylesJohn,81,No,NicholasCage.png
1988,120,Mississippi Burning,Drama,HackmanGene,McDormandFrances,ParkerAlan,41,Yes,NicholasCage.png
1975,130,Eiger SanctionThe,Action,EastwoodClint,McGeeVonetta,EastwoodClint,69,No,clintEastwood.png
1988,109,Unsettled Land,Drama,SheaJohn,McGillisKelly,BarbashUri,75,No,NicholasCage.png
1991,98,Cat Chaser,Drama,WellerPeter,McGillisKelly,FerreraAbel,6,No,NicholasCage.png
1988,110,AccusedThe,Drama,CoulsonBernie,McGillisKelly,KaplanJonathan,71,Yes,NicholasCage.png
1989,109,Winter People,Drama,RussellKurt,McGillisKelly,KotcheffTed,30,No,NicholasCage.png
1983,101,ReubenReuben,Comedy,ContiTom,McGillisKelly,MillerRobert Ellis,2,No,NicholasCage.png
1987,102,Made in Heaven,Fantasy,HuttonTimothy,McGillisKelly,RudolphAlan,57,No,NicholasCage.png
1986,109,Top Gun,Action,CruiseTom,McGillisKelly,ScottTony,8,No,NicholasCage.png
1985,112,Witness,Drama,FordHarrison,McGillisKelly,WeirPeter,59,No,NicholasCage.png
1988,111,House on Carroll StreetThe,Mystery,DanielsJeff,McGillisKelly,,6,No,NicholasCage.png
1984,109,Racing with the Moon,Drama,PennSean,McGovernElizabeth,BenjaminRichard,50,No,NicholasCage.png
1983,98,Lovesick,Comedy,MooreDudley,McGovernElizabeth,BrickmanMarshall,51,No,NicholasCage.png
1988,106,She's Having a Baby,Comedy,HughesKevin Bacon,McGovernElizabeth,,18,No,NicholasCage.png
1965,199,Greatest Story Ever ToldThe,Drama,SydowMax von,McGuireDorothy,StevensGeorge,26,No,NicholasCage.png
1989,105,Hawks,Drama,DaltonTimothy,McTeerJanet,MillerRobert Ellis,11,No,NicholasCage.png
1981,91,So Fine,Comedy,O'NealRyan,MelatoMariangela,BergmanAndrew,17,No,NicholasCage.png
1957,89,Paths of Glory,Drama,DouglasKirk,MenjouAdolphe,KubrickStanley,47,No,NicholasCage.png
1964,120,Tom Jones,Drama,UstinovPeter,MercouriMelina,DassinJules,39,Yes,NicholasCage.png
1975,103,Sunshine BoysThe,Comedy,BurnsGeorge,MeredithLee,RossHerbert,35,Yes,NicholasCage.png
1988,98,Caddyshack 2,Comedy,MasonJackie,MerrillDina,ArkushAllan,34,No,NicholasCage.png
1990,117,Internal Affairs,Drama,GereRichard,MetcalfLaurie,FiggisMike,3,No,NicholasCage.png
1991,206,JFK,Drama,CostnerKevin,MetcalfLaurie,StoneOliver,78,No,NicholasCage.png
1991,97,New Jack City,Action,SnipesWesley,Michael Michele,Van PeeblesMario,80,No,NicholasCage.png
1991,87,Scenes from a Mall,Comedy,AllenWoody,MidlerBette,,8,No,woody.png
1987,118,Hope & Glory,War,HaymanDavid,MilesSarah,BoormanJohn,3,No,NicholasCage.png
1970,194,Ryan's Daughter,Drama,MitchumRobert,MilesSarah,LeanDavid,81,Yes,NicholasCage.png
1973,127,Man Who Loved Cat DancingThe,Western,ReynoldsBurt,MilesSarah,SarafianRichard C.,40,No,NicholasCage.png
1962,123,Man Who Shot Liberty ValanceThe,Western,StewartJames,MilesVera,FordJohn,85,No,johnFord.png
1989,102,Dead-Bang,Action,JohnsonDon,MillerPenelope Ann,FrankenheimerJohn,9,No,NicholasCage.png
1988,90,Big Top Pee-wee,Comedy,ReubensPaul,MillerPenelope Ann,KleiserRandal,17,No,NicholasCage.png
1960,103,Time MachineThe,Science Fiction,TaylorRod,MimieuxYvette,PalGeorge,88,No,NicholasCage.png
1972,128,Cabaret,Drama,GreyJoel,MinnelliLiza,FosseBob,59,Yes,NicholasCage.png
1981,97,Arthur,Comedy,MooreDudley,MinnelliLiza,GordonSteve,79,Yes,NicholasCage.png
1976,97,A Matter of Time,Drama,BoyerCharles,MinnelliLiza,MinnelliVincente,70,No,NicholasCage.png
1977,137,New YorkNew York,Drama,De NiroRobert,MinnelliLiza,ScorseseMartin,8,No,NicholasCage.png
1989,89,Nightmare on Elm StreetPt. 5The Dream Child,Horror,EnglundRobert,MinterKelly Jo,HopkinsStephen,41,No,NicholasCage.png
1980,100,Fiendish Plot of Dr. Fu ManchuThe,Comedy,SellersPeter,MirrenHelen,HaggardPiers,29,No,NicholasCage.png
1991,240,Four American Composers,Music,CageJohn,MonkMeredith,GreenawayPeter,3,No,NicholasCage.png
1950,112,Asphalt JungleThe,Action,HaydenSterling,MonroeMarilyn,HustonJohn,77,No,NicholasCage.png
1992,61,Ladies of the Chorus,Music,GarrEddie,MonroeMarilyn,KarlsonPhil,60,No,NicholasCage.png
1953,95,How to Marry a Millionaire,Comedy,PowellWilliam,MonroeMarilyn,NegulescoJean,65,No,NicholasCage.png
1983,,Hollywood Out-Takes & Rare Footage,Comedy,BogartHumphrey,MonroeMarilyn,,27,No,NicholasCage.png
1991,94,Nothing But Trouble,Comedy,CandyJohn,MooreDemi,AykroydDan,25,No,NicholasCage.png
1987,109,Wisdom,Action,EstevezEmilio,MooreDemi,EstevezEmilio,25,No,NicholasCage.png
1986,94,One Crazy Summer,Comedy,CusackJohn,MooreDemi,HollandSavage Steve,61,No,NicholasCage.png
1989,110,We're No Angels,Comedy,De NiroRobert,MooreDemi,JordanNeil,51,No,NicholasCage.png
1984,102,No Small Affair,Comedy,CryerJon,MooreDemi,SchatzbergJerry,10,No,NicholasCage.png
1990,127,Ghost,Science Fiction,SwayzePatrick,MooreDemi,ZuckerJerry,6,Yes,NicholasCage.png
1986,113,About Last Night,Drama,LoweRob,MooreDemi,ZwickEdward,66,No,NicholasCage.png
1982,107,Six Weeks,Drama,MooreDudley,MooreMary Tyler,BillTony,73,No,NicholasCage.png
1948,89,Return of October,Comedy,FordGlenn,MooreTerry,LewisJoseph H.,35,No,glennFord.png
1952,99,Come BackLittle Sheba,Drama,LancasterBurt,MooreTerry,MannDaniel,50,Yes,burtLancaster.png
1974,117,Going Places,Drama,DepardieuGérard,MoreauJeanne,BlierBertrand,66,No,NicholasCage.png
1970,99,Monte Walsh,Western,MarvinLee,MoreauJeanne,FrakerWilliam A.,29,No,NicholasCage.png
1955,100,Mr. Arkadin,Drama,WellesOrson,MoriPaola,WellesOrson,80,No,NicholasCage.png
1988,,White of the Eye,Mystery,KeithDavid,MoriartyCathy,CammellDonald,48,No,NicholasCage.png
1968,90,ProducersThe,Comedy,WilderGene,MostelZero,BrooksMel,33,No,NicholasCage.png
1976,94,FrontThe,Drama,AllenWoody,MostelZero,RittMartin,70,No,woody.png
1987,86,House of the Rising Sun,Drama,AnneseFrank,MoyerTawny,GoldGreg,45,No,NicholasCage.png
1988,91,In a Shallow Grave,Drama,BiehnMichael,MuellerMaureen,BowserKenneth,72,No,NicholasCage.png
1974,111,Mc Q,Action,WayneJohn,MuldaurDiana,SturgesJohn,73,No,johnWayne.png
1941,85,Lady from Louisiana,Drama,WayneJohn,MunsonOna,VorhausBernard,38,No,johnWayne.png
1990,102,Wait Until Spring Bandini,Drama,MantegnaJoe,MutiOrnella,DeruddereDominique,29,No,NicholasCage.png
1940,105,Long Voyage HomeThe,Drama,WayneJohn,NatwickMildred,FordJohn,88,No,johnWayne.png
1955,100,Trouble with HarryThe,Mystery,ForsytheJohn,NatwickMildred,HitchcockAlfred,28,No,alfredHitchcock.png
1987,60,Encounters,Drama,Von BerganRaven,NavarroMonica,MarderBruce,44,No,NicholasCage.png
1963,112,Hud,Drama,NewmanPaul,NealPatricia,RittMartin,2,Yes,paulNewman.png
1951,111,Operation Pacific,War,WayneJohn,NealPatricia,,5,No,johnWayne.png
1987,83,Surf Nazis Must Die,Horror,BrennerBarry,NeelyGail,GeorgePeter,50,No,NicholasCage.png
1956,124,Teahouse of the August Moon,Drama,BrandoMarlon,NegamiJun,MannDaniel,11,No,brando.png
1992,88,Back in the U.S.S.R.,Action,WhaleyFrank,NegodaNatalya,,61,No,NicholasCage.png
1970,91,Man Who Haunted HimselfThe,Drama,MooreRoger,NeilHildegard,DeardenBasil,75,No,NicholasCage.png
1991,108,Prisoner of Honor.,Drama,DreyfussRichard,NeilsonCatherine,RussellKen,58,No,NicholasCage.png
1988,83,Control,Drama,LancasterBurt,NelliganKate,,27,No,burtLancaster.png
1923,57,Desert Rider,Western,HoxieJack,NelsonEvelyn,BradburyRobert N.,,No,NicholasCage.png
1980,109,Wholly Moses!,Comedy,MooreDudley,NewmanLaraine,WeisGary,25,No,NicholasCage.png
1991,110,Star Trek VI: The Undiscovered Country,Science Fiction,ShatnerWilliam,NicholsNichelle,MeyerNicholas,11,No,NicholasCage.png
1989,107,Star Trek V: The Final Frontier,Action,ShatnerWilliam,NicholsNichelle,ShatnerWilliam ,87,No,NicholasCage.png
1991,85,Circuitry Man,Action,MetzlerJim,NicholsonDana W.,LovySteven,78,No,NicholasCage.png
1986,87,Cobra,Action,StalloneSylvester,NielsenBrigitte,CosmatosGeorge P.,57,No,NicholasCage.png
1987,103,Beverly Hills Cop II,Comedy,MurphyEddie,NielsenBrigitte,ScottTony,37,No,NicholasCage.png
1990,90,Red Sonja,Action,SchwarzeneggerArnold,NielsenBrigitte,,40,No,NicholasCage.png
1950,93,To Joy,Drama,OlinStig,NilssonMaj-Britt,BergmanIngmar,65,No,Bergman.png
1992,112,Macbeth,Drama,WellesOrson,NolanJeanette,,45,No,NicholasCage.png
1958,128,Vertigo,Drama,StewartJames,NovakKim,HitchcockAlfred,10,No,alfredHitchcock.png
1987,91,Young Love: Lemon Popsicle Seven,Comedy,KatzurYftach,NoyZachi,BennettWalter,47,No,NicholasCage.png
1946,93,Crack-Up,Mystery,MarshallHerbert,O'BrienPat,ReisIrving,25,No,NicholasCage.png
1941,57,Bury Me Not on the Lone Prairie,Western,BrownJohnny Mack,O'DayNell,TaylorRay,85,No,NicholasCage.png
1940,57,Law & Order,Western,BrownJohnny Mack,O'DayNell,TaylorRay,87,No,NicholasCage.png
1941,56,Man from Montana,Western,BrownJohnny Mack,O'DayNell,TaylorRay,85,No,NicholasCage.png
1992,137,Long Gray LineThe,Drama,PowerTyrone,O'HaraMaureen,FordJohn,26,No,johnFord.png
1950,105,Rio Grande,Western,WayneJohn,O'HaraMaureen,FordJohn,64,No,johnWayne.png
1957,107,Wings of EaglesThe,Drama,WayneJohn,O'HaraMaureen,FordJohn,29,No,johnWayne.png
1939,94,Jamaica Inn,Drama,LaughtonCharles,O'HaraMaureen,HitchcockAlfred,75,No,alfredHitchcock.png
1971,110,Big Jake,Action,WayneJohn,O'HaraMaureen,ShermanGeorge,68,No,johnWayne.png
1992,153,Quiet ManThe,Drama,WayneJohn,O'HaraMaureen,,74,No,johnWayne.png
1983,72,After the Rehearsal,Drama,JosephsonErland,OlinLena,BergmanIngmar,0,No,Bergman.png
1952,90,Big Jim McLain,Western,WayneJohn,OlsonNancy,LudwigEdward,14,No,johnWayne.png
1969,101,Smith!,Western,FordGlenn,OlsonNancy,O'HerlihyMichael,62,No,glennFord.png
1953,79,Wild OneThe,Drama,BrandoMarlon,O'MalleyPat,BenedekLaslo,26,No,brando.png
1929,129,ManxmanThe,Drama,BrissonCarl,OndraAnny,HitchcockAlfred,65,No,alfredHitchcock.png
1978,126,International Velvet,Drama,HopkinsAnthony,O'NealTatum,ForbesBryan,40,No,AnthonyHopkins.png
1981,104,Scanners,Horror,LackStephen,O'NeillJennifer,CronenbergDavid,32,No,NicholasCage.png
1986,98,Trick or Treat,Horror,PriceMarc,OrgoliniLisa,SmithCharles Martin,47,No,NicholasCage.png
1982,92,48 Hrs.,Action,NolteNick,O'TooleAnnette,HillWalter,67,No,NicholasCage.png
1985,108,Trip to BountifulThe,Drama,HeardJohn,PageGeraldine,MastersonPeter,62,Yes,NicholasCage.png
1955,116,Mister Roberts,Comedy,FondaHenry,PalmerBetsy,FordJohn,8,Yes,johnFord.png
1969,127,Z,Drama,MontandYves,PapasIrene,Costa-Gavras,72,Yes,NicholasCage.png
1987,139,Maurice,Drama,WilbyJames,ParfittJudy,IvoryJames,45,No,NicholasCage.png
1969,114,Hamlet,Drama,WilliamsonNicol,ParfittJudy,RichardsonTony,39,No,NicholasCage.png
1991,117,La Femme Nikita,Drama,KaryoTcheky,ParillaudAnne,BessonLuc,6,No,NicholasCage.png
1993,95,Honeymoon in Vegas,Comedy,CaanJames,ParkerSarah Jessica,BergmanAndrew,53,No,NicholasCage.png
1988,90,Going for the Gold,Action,EdwardsAnthony,ParkerSarah Jessica,TaylorDan,10,No,clintEastwood.png
1976,128,Shout at the Devil,Action,MarvinLee,ParkinsBarbara,HuntPeter R.,0,No,NicholasCage.png
1986,94,A Smoky Mountain Christmas,Music,MajorsLee,PartonDolly,WinklerHenry,23,No,NicholasCage.png
1984,95,Getting Physical,Drama,NaughtonDavid,PaulAlexandra,SternSteven Hilliard,75,No,NicholasCage.png
1990,95,Torn Apart,Drama,PasdarAdrian,PeckCecilia,FisherJack,8,No,NicholasCage.png
1986,112,From the Hip,Comedy,NelsonJudd,PerkinsElizabeth,ClarkBob,36,No,NicholasCage.png
1984,102,Ratings GameThe,Comedy,DeVitoDanny,PerlmanRhea,DeVitoDanny,21,No,NicholasCage.png
1992,100,Class Act,Drama,ReidChristopher,PerlmanRhea,,88,No,NicholasCage.png
1986,89,Water,Comedy,CaineMichael,PerrineValerie,ClementDick,47,No,NicholasCage.png
1978,88,Silent Movie,Comedy,BrooksMel,PetersBernadette,BrooksMel,27,No,NicholasCage.png
1989,122,Pink Cadillac,Comedy,EastwoodClint,PetersBernadette,EastwoodClint,12,No,clintEastwood.png
1979,94,JerkThe,Comedy,MartinSteve,PetersBernadette,ReinerCarl,22,No,NicholasCage.png
1980,180,Wild Times,,ElliottSam,PeyserPenny,ComptonRichard,75,No,NicholasCage.png
1986,107,Sweet Liberty,Comedy,AldaAlan,PfeifferMichelle,AldaAlan,12,No,MichellePfeiffer.png
1982,115,Grease II,Music,CaulfieldMaxwell,PfeifferMichelle,BirchPatricia,64,No,MichellePfeiffer.png
1989,104,Married to the Mob,Comedy,ModineMatthew,PfeifferMichelle,DemmeJonathan,8,No,MichellePfeiffer.png
1985,121,Ladyhawke,Adventure,BroderickMatthew,PfeifferMichelle,DonnerRichard,68,No,MichellePfeiffer.png
1989,114,Fabulous Baker BoysThe,Drama,BridgesJeff,PfeifferMichelle,KlovesSteve,66,No,MichellePfeiffer.png
1985,115,Into the Night,Comedy,GoldblumJeff,PfeifferMichelle,LandisJohn,62,No,MichellePfeiffer.png
1991,124,Russia HouseThe,Drama,ConnerySean,PfeifferMichelle,SchepisiFred,3,No,MichellePfeiffer.png
1988,116,Tequila Sunrise,Mystery,GibsonMel,PfeifferMichelle,TowneRobert,50,No,MichellePfeiffer.png
1989,74,B. A. D. Cats,Action,MorrowVic,PfeifferMichelle,,87,No,MichellePfeiffer.png
1971,108,Last MovieThe,Drama,HopperDennis,PhillipsMichelle,HopperDennis,22,No,NicholasCage.png
1973,106,Dillinger,Drama,OatesWarren,PhillipsMichelle,MiliusJohn,83,No,NicholasCage.png
1988,360,Little Dorrit,Drama,JacobiDerek,PickeringSarah,EdzardChristine,12,No,NicholasCage.png
1927,78,My Best Girl,Drama,RogersCharles,PickfordMary,TaylorSam,31,No,NicholasCage.png
1989,93,Seizure,Horror,FridJonathan,PicklesChristina,StoneOliver,59,No,NicholasCage.png
1990,89,A Chorus of Disapproval,Comedy,IronsJeremy,PiggAlexandra,WinnerMichael,0,No,NicholasCage.png
1962,119,Rome Adventure,Drama,DonahueTony,PleshetteSuzanne,DavesDelmer,39,No,NicholasCage.png
1992,121,Drowning by Numbers,Mystery,HillBernard,PlowrightJoan,GreenawayPeter,28,No,NicholasCage.png
1991,88,Born to Ride,Action,StamosJohn,PoloTeri,BakerGraham,59,No,NicholasCage.png
1988,94,Her Alibi,Comedy,SelleckTom,PorizkovaPaulina,BeresfordBruce,80,No,NicholasCage.png
1988,96,Glitz,Mystery,SmitsJimmy,PostMarkie,,9,No,NicholasCage.png
1990,95,Dangerous Pursuit,Mystery,HarrisonGregory,PowersAlexandra,SternSandor,88,No,NicholasCage.png
1962,123,Experiment in Terror,Mystery,FordGlenn,PowersStefanie,EdwardsBlake,77,No,glennFord.png
1972,105,HideawaysThe,Comedy,DoranJohnny,PragerSally,CookFielder,42,No,NicholasCage.png
1965,108,What's New Pussycat,Comedy,O'ToolePeter,PrentissPaula,DonnerClive,83,No,NicholasCage.png
1965,108,What's New Pussycat?,Comedy,SellersPeter,PrentissPaula,DonnerClive,46,No,NicholasCage.png
1983,98,Packin' It In,Comedy,BenjaminRichard,PrentissPaula,TaylorJud,8,No,NicholasCage.png
1988,90,Naked Gun: From the Files of Police Squad!THe,Comedy,NielsenLeslie,PresleyPriscilla,ZuckerDavid,9,No,NicholasCage.png
1990,106,In Too Deep,Drama,RaceHugo,PressSantha,TatoulisColin SouthJohn,50,No,NicholasCage.png
1988,107,Twins,Comedy,SchwarzeneggerArnold,PrestonKelly,ReitmanIvan,23,No,NicholasCage.png
1988,94,ExpertsThe,Comedy,TravoltaJohn,PrestonKelly,ThomasDave,67,No,NicholasCage.png
1989,94,Naked Lie,Drama,LuckingWilliam,PrincipalVictoria,CollaRichard A.,7,No,NicholasCage.png
1987,87,Mistress,Drama,RachinsAllan,PrincipalVictoria,TuchnerMichael,36,No,NicholasCage.png
1992,,Pleasure Palace,Action,SharifOmar,PrincipalVictoria,,45,No,NicholasCage.png
1970,100,Adam at 6 A.M.,Drama,DouglasMichael,PurcellLee,ScheererRobert,3,No,NicholasCage.png
1990,93,Web of Deceit,Drama,ReadJames,PurlLinda,SternSandor,6,No,NicholasCage.png
1991,119,New York Stories,Comedy,AllenWoody,QuestelMae,CoppolaFrancis Ford,6,No,NicholasCage.png
1987,97,Dreams LostDreams Found,Drama,RobbDavid,QuinlanKathleen,PattersonWilli,66,No,NicholasCage.png
1987,103,Au Revoir les Enfants,Drama,ManesseGaspard,RacetteFrancine,MalleLouis,35,No,NicholasCage.png
1989,122,Quo Vadis,Drama,BrandauerKlaus Maria,RainesCristina,RossiFranco,6,No,NicholasCage.png
1949,100,Fighting KentuckianThe,Action,WayneJohn,RalstonVera,WaggnerGeorge,74,No,johnWayne.png
1974,104,Zardoz,Science Fiction,ConnerySean,RamplingCharlotte,BoormanJohn,6,No,seanConnery.png
1989,84,Police Academy 6: City under Siege,Comedy,SmithBubba,RamseyMarion,BonerzPeter,29,No,NicholasCage.png
1988,90,Police Academy 5: Assignment Miami Beach,Comedy,GaynesGeorge,RamseyMarion,MyersonAlan,59,No,NicholasCage.png
1986,84,Police Academy 3: Back in Training,Comedy,GuttenbergSteve,RamseyMarion,ParisJerry,6,No,NicholasCage.png
1991,60,America's MusicBlues,Music,HopkinsLinda,ReddVi,WaltonKip,54,No,NicholasCage.png
1977,100,Julia,Drama,FondaVanessa,RedgraveJane,ZinnemannFred,75,Yes,NicholasCage.png
1971,111,DevilsThe,Drama,ReedOliver,RedgraveVanessa,RussellKen,69,No,NicholasCage.png
1984,90,Ransom,Drama,FordGlenn,ReedDonna,SegalAlex,73,No,glennFord.png
1990,97,Cadillac Man,Comedy,WilliamsRobin,ReedPamela,DonaldsonRoger,28,No,NicholasCage.png
1986,104,Best of TimesThe,Comedy,WilliamsRobin,ReedPamela,SpottiswoodeRoger,88,No,NicholasCage.png
1985,135,Death of a Salesman,Drama,HoffmanDustin,ReidKate,SchlöndorffVolker,13,No,NicholasCage.png
1993,104,It Started with a Kiss,Drama,FordGlenn,ReynoldsDebbie,,80,No,glennFord.png
1989,88,MoneyThe,Drama,LuckinbillLaurence,RichardsElizabeth,,29,No,NicholasCage.png
1987,153,Empire of the Sun,Drama,MalkovichJohn,RichardsonMiranda,SpielbergSteven,6,No,NicholasCage.png
1991,102,Comfort of StrangersThe,Mystery,WalkenChristopher,RichardsonNatasha,SchraderPaul,5,No,NicholasCage.png
1969,135,On Her Majesty's Secret Service,Action,LazenbyGeorge,RiggDiana,HuntPeter R.,66,No,NicholasCage.png
1986,96,Pretty in Pink,Drama,StantonHarry Dean,RingwaldMolly,DeutchHoward,75,No,NicholasCage.png
1987,90,PK. & the Kid.,Drama,LeMatPaul,RingwaldMolly,,49,No,NicholasCage.png
1943,60,Lone Star TrailThe,Western,BrownJohnny Mack,RitterTex,TaylorRay,27,No,NicholasCage.png
1986,98,Summer,Comedy,GauthierVincent,RiviereMarie,RohmerEric,11,No,NicholasCage.png
1987,93,PlanesTrains & Automobiles,Comedy,MartinSteve,RobbinsLaila,HughesJohn,73,No,NicholasCage.png
1990,119,Pretty Woman,Comedy,GereRichard,RobertsJulia,MarshallGarry,43,No,NicholasCage.png
1991,111,Flatliners,Drama,SutherlandKiefer,RobertsJulia,SchumacherJoel,19,No,NicholasCage.png
1991,142,Hook,Action,WilliamsRobin,RobertsJulia,SpielbergSteven,4,No,NicholasCage.png
1940,56,Riders of Pasco Basin,Western,BrownJohnny Mack,RobinsonFrances,TaylorRay,17,No,NicholasCage.png
1992,53,Gotta DanceGotta Sing,Music,AstaireFred,RogersGinger,,20,No,NicholasCage.png
1990,106,Desperate Hours,Mystery,RourkeMickey,RogersMimi,CiminoMichael,58,No,NicholasCage.png
1986,111,Gung Ho,Comedy,KeatonMichael,RogersMimi,HowardRon,59,No,NicholasCage.png
1992,96,Shooting Elizabeth,Mystery,GoldblumJeff,RogersMimi,TaylorBaz,5,No,NicholasCage.png
1951,101,Strangers on a Train,Mystery,GrangerFarley,RomanRuth,HitchcockAlfred,17,No,alfredHitchcock.png
1979,198,SackettsThe,Western,ElliottSam,RomanRuth,TottenRobert,86,No,NicholasCage.png
1991,87,To Die Standing,Action,De YoungCliff,RoseJamie,MorneauLouis,53,No,NicholasCage.png
1980,92,Rodeo Girl,Drama,HopkinsBo,RossKatharine,CooperJackie,80,No,NicholasCage.png
1969,110,Butch Cassidy & the Sundance Kid,Western,NewmanPaul,RossKatharine,HillGeorge Roy,29,Yes,paulNewman.png
1968,121,Hellfighters,Action,WayneJohn,RossKatharine,McLaglenAndrew V.,22,No,johnWayne.png
1980,92,Final CountdownThe,Action,DouglasKirk,RossKatharine,TaylorDon,35,No,NicholasCage.png
1986,120,Blue Velvet,Mystery,MacLachlanKyle,RosselliniIsabella,LynchDavid,6,No,lynch.png
1989,110,Cousins,Comedy,DansonTed,RosselliniIsabella,,28,No,NicholasCage.png
1976,90,Black & White in Color,Comedy,CarmetJean,RouvelCatherine,AnnaudJean-Jacques,24,Yes,NicholasCage.png
1988,81,Another Woman,Drama,HackmanGene,RowlandsGena,AllenWoody,7,No,woody.png
1992,128,Night on Earth,Drama,BenigniRoberto,RowlandsGena,JarmuschJim,24,No,NicholasCage.png
1988,92,Permanent Record,Drama,BoyceAlan,RubinJennifer,SilverMarisa,42,No,NicholasCage.png
1992,138,Fisher KingThe,Drama,WilliamsRobin,RuehlMercedes,GilliamTerry,8,Yes,NicholasCage.png
1991,98,Another You,Comedy,PryorRichard,RuehlMercedes,PhillipsMaurice,75,No,NicholasCage.png
1958,167,Young LionsThe,Drama,BrandoMarlon,RushBarbara,DmytrykEdward,10,No,NicholasCage.png
1988,89,Cheerleader Camp,Horror,GarrettLeif,RussellBetsy,QuinnJohn,79,No,NicholasCage.png
1990,98,Trapper County War,Action,HudsonErnie,RussellBetsy,,5,No,NicholasCage.png
1947,96,Angel & the Badman,Western,WayneJohn,RussellGail,GrantJames Edward,84,No,johnWayne.png
1990,109,Impulse,Mystery,FaheyJeff,RussellTheresa,LockeSondra,23,No,NicholasCage.png
1988,91,Track Twenty-Nine,Drama,OldmanGary,RussellTheresa,RoegNicolas,48,No,NicholasCage.png
1991,110,Freejack,Action,EstevezEmilio,RussoRene,RichardsonTony,26,No,NicholasCage.png
1939,109,John Wayne Matinee Double FeatureNo. 1,Western,WayneJohn,RutherfordAnn,,30,No,johnWayne.png
1988,81,Smallest Show on EarthThe,Comedy,SellersPeter,RutherfordMargaret,DeardenBasil,24,No,NicholasCage.png
1987,120,Innerspace,Science Fiction,QuaidDennis,RyanMeg,DanteJoe,41,No,NicholasCage.png
1988,97,PresidioThe,Action,ConnerySean,RyanMeg,HyamsPeter,4,No,seanConnery.png
1990,102,Joe Versus the Volcano,Comedy,HanksTom,RyanMeg,PatrickJohn,17,No,NicholasCage.png
